suburb,address,listing_type,property_type,postcode,buy_price,rent_price,bedrooms,bathrooms,carspaces,landsize,year_built,latitude,longitude,features
Strathmore,13 Woolart St,rent,house,3041,910000,1365,3,1,2,692,1960,-37.7217,144.9074,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Thornbury,4 Kelvin Gr,rent,house,3071,944000,1416,2,1,1,185,1900,-37.76300000000001,145.0025,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Oakleigh South,44 Golf Rd,rent,house,3167,1390000,2085,4,2,2,558,2010,-37.91917,145.08807,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Keilor Park,26 Snow St,rent,house,3042,765000,1147,5,3,4,650,1970,-37.72285,144.86073000000005,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Viewbank,17 Lena St,rent,house,3084,765000,1147,3,1,2,608,1975,-37.7396,145.0885,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Bentleigh,6 Atkinson St,rent,house,3204,1293000,1939,3,1,1,632,1950,-37.9282,145.0367,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Kew East,9 Hartwood St,rent,house,3102,2258000,3387,4,1,2,836,1910,-37.79702,145.05352,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Reservoir,27 Ashton St,rent,house,3073,705000,1057,3,1,1,437,1930,-37.7291,145.02100000000004,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Camberwell,19 Davis Av,rent,house,3124,2835000,4252,6,3,2,794,1970,-37.84317,145.05688,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Oakleigh South,8 Lido Ct,rent,house,3167,770000,1155,3,1,1,590,1960,-37.918,145.085,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Pascoe Vale,3/191 Sussex St,rent,townhouse,3044,410000,615,2,1,1,105,2014,-37.7233,144.9507,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Prahran,6 Aberdeen Rd,rent,house,3181,1390000,2085,3,2,1,125,2002,-37.85257,145.00296,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Brunswick West,13 Zeal St,rent,house,3055,1225000,1837,2,1,2,501,1930,-37.75772,144.94349,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Malvern East,16A Manning Rd,rent,house,3145,2273000,3409,3,3,1,376,1930,-37.8727,145.0458,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Werribee,1/4 Tedesco Ct,rent,house,3030,515000,772,3,2,1,251,2012,-37.90918,144.68325,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Essendon,32 Roberts St,rent,house,3040,1500000,2250,4,2,2,465,1940,-37.75178,144.89876,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Hurstbridge,40 Anzac Av,rent,house,3099,790000,1185,5,2,2,1034,1985,-37.63826,145.1991,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Murrumbeena,1 Donal St,rent,house,3163,1400000,2100,4,2,2,557,1955,-37.906,145.07399999999996,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Templestowe Lower,2/47 Parker St,rent,townhouse,3107,678000,1017,2,1,1,340,1980,-37.7564,145.1195,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Balwyn North,16 Nevada St,rent,house,3104,1700000,2550,4,2,5,754,1960,-37.786,145.0886,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Reservoir,12 Borrie St,rent,house,3073,703000,1054,3,2,1,597,1960,-37.7066,145.0203,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Carnegie,2/25 El Nido Gr,rent,townhouse,3163,707000,1060,2,1,1,144,2000,-37.892,145.0482,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Ascot Vale,26 Ayr St,rent,house,3032,1430000,2145,6,2,1,461,1900,-37.78,144.9295,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Northcote,25 Simpson St,rent,house,3070,2340000,3510,4,2,3,824,1920,-37.7803,145.0063,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Templestowe Lower,30 John St,rent,house,3107,1705000,2557,5,4,2,968,1970,-37.77083,145.11516,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Scoresby,145 George St,rent,house,3179,962000,1443,4,2,3,724,1985,-37.88919,145.2165,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Airport West,18A Hart St,rent,townhouse,3042,730000,1095,3,1,2,242,2010,-37.72893,144.88859,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Croydon,33 Jackson St,rent,house,3136,662000,993,3,1,1,396,1950,-37.79486,145.28673999999995,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Richmond,52 Brighton St,rent,house,3121,1506000,2259,2,2,1,220,1920,-37.8284,144.9989,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Box Hill,15 Davey St,rent,house,3128,948000,1422,3,1,2,384,1950,-37.8167,145.1373,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Bentleigh East,1A Brian St,rent,townhouse,3165,1185000,1777,4,2,2,305,2012,-37.9245,145.0507,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Mount Waverley,2/392 Stephensons Rd,rent,townhouse,3149,1035000,1552,3,2,2,236,2006,-37.88678,145.12748,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Springvale,24 Garnsworthy St,rent,house,3171,752500,1128,3,1,2,623,1950,-37.94106,145.16193,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Glen Iris,2/67 Staughton Rd,rent,house,3146,1375000,2062,3,2,2,328,1990,-37.8529,145.0605,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Burwood,8 Pescott Cl,rent,townhouse,3125,1270000,1905,4,2,2,399,2005,-37.8597,145.1084,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Airport West,144 Marshall Rd,rent,house,3042,715000,1072,3,2,2,422,1995,-37.7164,144.8792,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Oak Park,10 Grevillia Rd,rent,house,3046,1100000,1650,5,2,4,783,1950,-37.7207,144.9263,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Chadstone,8B Moorong St,rent,house,3148,890000,1335,4,3,2,288,2014,-37.8801,145.1051,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Balwyn North,6 Stuart Ct,rent,house,3104,1825000,2737,4,2,3,736,1958,-37.7944,145.1028,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Preston,21 George St,rent,house,3072,630000,945,2,1,1,372,1940,-37.7348,144.9852,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Seddon,58 Station Rd,rent,house,3011,1330000,1995,3,3,2,168,2012,-37.8066,144.887,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Kew,2/8 Pleasant Av,rent,house,3101,1080000,1620,3,2,2,151,1960,-37.80509,145.05572,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Yarraville,61 Eirene St,rent,house,3013,900000,1350,2,1,3,463,1940,-37.82333,144.87955,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Oakleigh East,33 Greta St,rent,house,3166,1210000,1815,3,1,2,700,1960,-37.9125,145.11844,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Avondale Heights,53 Doyle St,rent,house,3034,760000,1140,3,1,1,585,1960,-37.7574,144.8574,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Doncaster,15 Glenda St,rent,house,3108,1300000,1950,3,1,2,651,1970,-37.7827,145.1051,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Watsonia,2/21 High St,rent,house,3087,690000,1035,3,2,1,308,2015,-37.7078,145.0807,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Glenroy,33 View St,rent,house,3046,638000,957,4,2,1,624,2005,-37.6969,144.9334,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Brighton,3/30 Grosvenor St,rent,house,3186,2550000,3825,4,3,2,263,2005,-37.9099,144.9899,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Murrumbeena,2/20 Gerald St,rent,apartment,3163,540000,810,2,1,1,80,1970,-37.89563,145.06992,"['Secure parking', 'Balcony', 'Lift', 'Shared gym', 'NBN ready', 'Secure access']"
Sunshine,32 Matthews St,rent,house,3020,950000,1425,3,1,1,700,1960,-37.7933,144.8411,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Brunswick West,81 Whitby St,rent,house,3055,1330000,1995,3,1,2,353,1930,-37.764,144.9428,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Berwick,59 Bemersyde Dr,rent,house,3806,608500,912,4,2,2,563,1995,-38.05379,145.34803,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Brunswick East,22 Hickford St,rent,house,3057,1283000,1924,2,1,1,263,1910,-37.7661,144.9742,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Fairfield,103 Arthur St,rent,house,3078,1492000,2238,3,2,1,292,1930,-37.77788,145.01963999999995,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Prahran,75 Pridham St,rent,house,3181,1220000,1830,3,2,1,112,1900,-37.8517,145.0056,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Fawkner,151 McBryde St,rent,house,3060,640000,960,3,1,2,720,1950,-37.7043,144.9769,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Yarraville,27 Regent St,rent,house,3013,1414000,2121,3,2,2,230,1900,-37.8124,144.8875,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Tarneit,37 Tyler Cr,rent,house,3029,505000,757,4,2,2,498,2010,-37.84267,144.65407,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Malvern East,16 Tooronga Rd,rent,house,3145,2020000,3030,3,2,2,711,1915,-37.8723,145.0387,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Kingsville,200 Somerville Rd,rent,house,3012,760000,1140,3,1,1,350,1950,-37.8123,144.8805,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Hampton,38 Myrtle Rd,rent,house,3188,2800000,4200,4,3,2,701,2015,-37.9419,145.0152,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
South Yarra,33 Tyrone St,rent,house,3141,1200000,1800,2,1,1,163,1900,-37.8446,144.9879,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Doncaster,1a Morris St,rent,house,3108,1152000,1728,4,2,2,336,2007,-37.794,145.1178,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Gisborne,1/12 Rodney St,rent,house,3437,426000,639,3,1,1,412,1950,-37.49175,144.59565,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Reservoir,24 Ludeman Ct,rent,house,3073,730000,1095,4,1,2,770,1970,-37.6981,144.9989,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Balwyn North,43 Sweyn St,rent,house,3104,1265000,1897,3,2,1,347,2011,-37.7947,145.1035,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Kew,7 Heather Gr,rent,house,3101,2600000,3900,5,2,2,674,1959,-37.8064,145.0608,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Essendon North,2/9 Grace St,rent,townhouse,3041,800000,1200,3,2,1,161,2012,-37.73566,144.89368000000005,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Yarraville,9 Hawkhurst St,rent,house,3013,1190000,1785,3,1,2,515,1955,-37.82067,144.87725,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Carnegie,4/39 Kokaribb Rd,rent,apartment,3163,588000,882,2,1,1,133,2011,-37.89,145.0559,"['Secure parking', 'Balcony', 'Lift', 'Shared gym', 'NBN ready', 'Secure access']"
Oakleigh,5 Eastgate St,rent,house,3166,1750000,2625,5,2,2,546,1935,-37.90465,145.08893999999995,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Balwyn,29 Bevan St,rent,house,3103,2188000,3282,4,2,2,752,1981,-37.8149,145.0747,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Armadale,9 Baldwin St,rent,house,3143,1480000,2220,2,1,2,369,1925,-37.85459,145.02147,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Richmond,20 Lincoln St,rent,house,3121,1212500,1818,4,3,2,108,2010,-37.8129,145.0013,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Moorabbin,52 Bulli St,rent,house,3189,1417250,2125,3,2,2,653,1950,-37.9418,145.0549,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Hampton,24A Smith St,rent,house,3188,1003500,1505,3,1,2,289,1998,-37.9338,145.0226,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Surrey Hills,480 Whitehorse Rd,rent,house,3127,1700000,2550,3,1,1,763,1930,-37.8148,145.0965,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Fitzroy North,51 Rae St,rent,house,3068,770000,1155,2,2,1,134,1905,-37.7916,144.9784,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Mooroolbark,188 Cardigan Rd,rent,house,3138,872000,1308,5,2,2,1254,1980,-37.79026,145.33738,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Preston,196 Raglan St,rent,house,3072,840000,1260,4,1,1,313,1950,-37.74955,145.00949,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Reservoir,2/102 Rathcown Rd,rent,apartment,3073,440000,660,2,1,2,132,1980,-37.709,145.0219,"['Secure parking', 'Balcony', 'Lift', 'Shared gym', 'NBN ready', 'Secure access']"
Burwood,2a Iris St,rent,house,3125,633000,949,2,1,1,276,1965,-37.8454,145.0971,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
St Albans,11 Craigielea Av,rent,house,3021,610000,915,2,1,2,419,1975,-37.7398,144.80348,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Keilor Park,44 Erebus St,rent,townhouse,3042,746000,1119,4,3,1,308,1970,-37.7231,144.8602,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Braybrook,1 Walker Pl,rent,house,3019,590000,885,2,1,1,304,1950,-37.78341,144.85574,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Ashburton,5 Taylor St,rent,house,3147,1860000,2790,4,2,3,696,2000,-37.8711,145.0746,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Yarraville,75 Ballard St,rent,house,3013,970000,1455,4,1,2,664,1960,-37.8172,144.8676,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Sunshine West,9 Noble Ct,rent,townhouse,3020,615000,922,3,2,1,358,1999,-37.79573,144.79311,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Oakleigh,5/1 Parer St,rent,house,3166,600000,900,2,1,1,211,1975,-37.9086,145.0977,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Northcote,29 Westgarth St,rent,house,3070,1700000,2550,4,2,1,415,1900,-37.7807,144.9948,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Brighton East,4a Marriage Rd,rent,house,3187,1530000,2295,4,2,1,603,1920,-37.9187,145.0071,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Heidelberg Heights,1 Shelley St,rent,house,3081,706000,1059,4,1,2,374,1940,-37.7437,145.0506,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Camberwell,15 Hollsmoor Rd,rent,house,3124,2228000,3342,4,2,2,813,1960,-37.8405,145.0903,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
West Footscray,9/24 Dongola Rd,rent,house,3012,900000,1350,3,2,3,446,2006,-37.7923,144.8814,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Brighton East,4 Vincent St,rent,house,3187,1480000,2220,3,2,2,697,1925,-37.9269,145.0274,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Heidelberg Heights,79 Bamfield Rd,rent,house,3081,885000,1327,3,1,1,592,1960,-37.73736,145.05603,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Northcote,162 Bastings St,rent,house,3070,2160000,3240,3,2,1,338,1920,-37.7757,145.0119,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Gardenvale,25 Magnolia Rd,rent,house,3185,2200000,3300,4,3,3,474,2010,-37.8988,145.0098,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Keilor East,23 Chappell Pl,rent,house,3033,830000,1245,4,2,2,686,1995,-37.7394,144.8628,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Moonee Ponds,29 Winchester St,rent,house,3039,1015000,1522,2,1,1,228,1910,-37.7685,144.9183,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Burwood,11 Webb St,rent,house,3125,1322500,1983,2,1,1,731,1950,-37.85621,145.10641,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Preston,126 Albert St,rent,house,3072,600000,900,3,1,3,503,1950,-37.739,145.0238,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Brighton East,4 Chapman St,rent,house,3187,2900000,4350,5,4,2,640,1950,-37.928,145.0095,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Keilor East,7 Pumice Ct,rent,house,3033,960000,1440,3,2,2,404,2009,-37.73977,144.87734,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Kensington,66 Parsons St,rent,townhouse,3031,700000,1050,2,2,1,324,2009,-37.7903,144.9345,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Epping,7 Cavalier Ct,rent,house,3076,573000,859,3,2,2,637,1990,-37.64097,145.05757,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Templestowe,270 Serpells Rd,rent,house,3106,1750000,2625,5,3,2,787,1990,-37.76873,145.15894,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Aberfeldie,21 May St,rent,house,3040,1346000,2019,4,2,2,559,1995,-37.7614,144.8925,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Maidstone,76A Norfolk St,rent,townhouse,3012,650000,975,2,2,1,279,2013,-37.78799,144.87515,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Glenroy,10 Anselm Gr,rent,house,3046,703000,1054,3,1,4,704,1960,-37.7021,144.9136,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Preston,3 Leopold St,rent,house,3072,886000,1329,2,1,2,467,1950,-37.7345,144.9977,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Carnegie,2/300 Koornang Rd,rent,apartment,3163,765000,1147,2,1,1,134,1965,-37.8987,145.0557,"['Secure parking', 'Balcony', 'Lift', 'Shared gym', 'NBN ready', 'Secure access']"
Balwyn,25 Percy St,rent,house,3103,2550000,3825,5,3,2,642,1930,-37.8096,145.0735,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Mont Albert,85 Victoria Cr,rent,house,3127,2500000,3750,4,3,3,402,1950,-37.8137,145.11013,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Carnegie,59 Oakleigh Rd,rent,house,3163,1400000,2100,3,2,3,818,2011,-37.89877,145.05132,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Ivanhoe East,1/169 Lower Heidelberg Rd,rent,townhouse,3079,1050000,1575,3,2,1,180,2012,-37.772,145.0538,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Moorabbin,110 Chapel Rd,rent,house,3189,1072000,1608,3,1,3,585,1950,-37.93557,145.04918999999995,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Gowanbrae,31 Seggan Cir,rent,townhouse,3043,532000,798,3,2,1,149,2005,-37.7068,144.8963,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Aberfeldie,29 Beaver St,rent,house,3040,1740000,2610,5,3,2,839,1925,-37.759,144.9015,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Eltham,16 Foster Rd,rent,house,3095,1060000,1590,4,2,2,842,1980,-37.70562,145.16611,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Doncaster,3/11 Frank St,rent,townhouse,3108,973500,1460,4,2,2,234,2009,-37.7932,145.1275,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Brunswick,24 Mitchell St,rent,house,3056,1790000,2685,4,3,6,733,1950,-37.759,144.96623,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Frankston North,7 Wirilda Cr,rent,house,3200,570000,855,3,1,4,632,1960,-38.11984,145.16208999999995,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Edithvale,20 Northcliffe Rd,rent,house,3196,1100000,1650,3,2,4,737,1940,-38.04214,145.11372,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Kingsville,57 Wales St,rent,house,3012,925000,1387,3,1,1,275,1920,-37.8085,144.8802,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Niddrie,8 Goble St,rent,house,3042,1130000,1695,4,2,2,650,1975,-37.73435,144.8768,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Melton South,3 Francis St,rent,house,3338,347500,521,4,2,1,587,1990,-37.69392,144.57468,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Viewbank,20 Robern Pde,rent,house,3084,1005000,1507,4,2,1,696,1950,-37.7395,145.0875,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Yarraville,279 Hyde St,rent,house,3013,800000,1200,4,2,2,277,1950,-37.8215,144.89614,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Strathmore,196a Mascoma St,rent,house,3041,850000,1275,3,3,3,250,2016,-37.7189,144.9036,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Pascoe Vale,3 Fawkner Rd,rent,house,3044,940000,1410,3,1,1,589,1970,-37.7282,144.9312,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Healesville,15A Westmount Rd,rent,house,3777,650000,975,3,2,4,724,2009,-37.64685,145.52635,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Surrey Hills,2/23 Clyde St,rent,apartment,3127,600000,900,2,1,2,124,1985,-37.8159,145.0902,"['Secure parking', 'Balcony', 'Lift', 'Shared gym', 'NBN ready', 'Secure access']"
Balwyn,316 Belmore Rd,rent,house,3103,1750000,2625,4,3,2,453,2016,-37.8044,145.1006,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Seddon,70 Station Rd,rent,house,3011,875000,1312,3,2,2,193,2000,-37.8065,144.8866,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Craigieburn,5 Blackbird Tce,rent,house,3064,735000,1102,4,2,2,771,2006,-37.57383,144.92424,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
